Time (s),Arm Angle (deg),Weight Rel Angle (deg),Sling Rel Angle (deg),Arm Omega (deg/s),Weight Rel Omega (deg/s),Proj X (m),Proj Y (m),Proj VX (m/s),Proj VY (m/s),Normal Force (N),Energy Eff,Range Eff,Check Function
0.0100,-29.9923,29.9979,-60.0125,1.5523,-0.4237,12.9904,5.5072,-0.0000,3.7036,0.0000,0.000000,-0.000000,2.130786e-8
0.0200,-29.9689,29.9915,-60.0507,3.1382,-0.8582,12.9904,5.5437,-0.0000,3.6049,0.0000,-0.000028,-0.000000,3.028441e-8
0.0300,-29.9295,29.9807,-60.1147,4.7236,-1.2962,12.9904,5.5793,-0.0000,3.5062,0.0000,-0.000020,-0.000000,4.517101e-8
0.0400,-29.8744,29.9656,-60.2045,6.3086,-1.7395,12.9904,5.6138,-0.0000,3.4076,0.0000,-0.000015,-0.000000,6.223702e-8
0.0500,-29.8034,29.9459,-60.3202,7.8930,-2.1897,12.9904,5.6474,-0.0000,3.3091,0.0000,-0.000012,-0.000000,8.072723e-8
0.0600,-29.7165,29.9217,-60.4616,9.4766,-2.6488,12.9904,5.6800,-0.0000,3.2105,0.0000,-0.000010,-0.000000,1.003737e-7
0.0700,-29.6138,29.8929,-60.6286,11.0593,-3.1183,12.9904,5.7116,-0.0000,3.1120,0.0000,-0.000008,-0.000000,1.210592e-7
0.0800,-29.4953,29.8593,-60.8210,12.6409,-3.6001,12.9904,5.7423,0.0000,3.0136,0.0000,-0.000007,0.000000,1.427234e-7
0.0900,-29.3610,29.8209,-61.0387,14.2211,-4.0959,12.9904,5.7719,0.0000,2.9151,0.0000,-0.000006,0.000000,1.653317e-7
0.1000,-29.2109,29.7774,-61.2813,15.7998,-4.6074,12.9904,5.8006,0.0000,2.8167,0.0000,-0.000005,0.000000,1.888622e-7
0.1100,-29.0450,29.7286,-61.5486,17.3767,-5.1364,12.9904,5.8282,0.0000,2.7184,0.0000,-0.000004,0.000000,2.133003e-7
0.1200,-28.8634,29.6746,-61.8403,18.9517,-5.6845,12.9904,5.8549,0.0000,2.6200,0.0000,-0.000004,0.000000,2.386355e-7
0.1300,-28.6660,29.6149,-62.1560,20.5244,-6.2535,12.9904,5.8806,0.0000,2.5217,0.0000,-0.000003,0.000000,2.648597e-7
0.1400,-28.4529,29.5494,-62.4953,22.0946,-6.8450,12.9904,5.9054,-0.0000,4.5899,0.0000,0.001455,-0.000000,2.919661e-7
0.1500,-28.2241,29.4779,-62.8597,23.6620,-7.4607,12.9904,5.9508,-0.0000,5.3530,0.0000,0.001974,-0.000000,3.199486e-7
0.1600,-27.9797,29.4001,-63.2482,25.2263,-8.1023,12.9904,6.0038,0.0000,5.8228,0.0000,0.002195,0.000000,3.488012e-7
0.1700,-27.7196,29.3158,-63.6603,26.7871,-8.7714,12.9904,6.0615,0.0000,6.2494,0.0000,0.002351,0.000000,3.785174e-7
0.1800,-27.4440,29.2246,-64.0957,28.3443,-9.4696,12.9904,6.1235,0.0000,6.6736,0.0000,0.002483,0.000000,4.090899e-7
0.1900,-27.1527,29.1263,-64.5540,29.8973,-10.1986,12.9904,6.1897,0.0000,7.1009,0.0000,0.002600,0.000000,4.405100e-7
0.2000,-26.8460,29.0205,-65.0349,31.4458,-10.9598,12.9904,6.2602,0.0000,7.5316,0.0000,0.002705,0.000000,4.727677e-7
0.2100,-26.5239,28.9070,-65.5382,32.9848,-11.7536,12.9904,6.3350,0.0000,10.8629,0.0000,0.005116,0.000000,5.164830e+0
0.2200,-26.1863,28.7853,-66.0687,34.5232,-12.5841,12.9904,6.4431,0.0000,11.9045,0.0000,0.005658,0.000000,5.395815e-7
0.2300,-25.8334,28.6552,-66.6230,36.0558,-13.4515,12.9904,6.5616,0.0000,12.0670,0.0000,0.005395,0.000000,5.742789e-7
0.2400,-25.4652,28.5162,-67.1991,37.5823,-14.3572,12.9904,6.6817,0.0000,12.0221,0.0000,0.004994,0.000000,6.097507e-7
0.2500,-25.0818,28.3679,-67.7960,39.1023,-15.3029,12.9904,6.8014,0.0000,11.9374,0.0000,0.004610,0.000000,6.459749e-7
0.2600,-24.6832,28.2100,-68.4127,40.6152,-16.2898,12.9904,6.9202,0.0000,11.8460,0.0000,0.004265,0.000000,6.829266e-7
0.2700,-24.2695,28.0419,-69.0488,42.1206,-17.3195,12.9904,7.0381,0.0000,11.7536,0.0000,0.003957,0.000000,7.205773e-7
0.2800,-23.8408,27.8634,-69.7032,43.6181,-18.3931,12.9904,7.1551,0.0000,11.6610,0.0000,0.003681,0.000000,7.588957e-7
0.2900,-23.3972,27.6739,-70.3753,45.1072,-19.5122,12.9904,7.2712,0.0000,11.5685,0.0000,0.003433,0.000000,7.978467e-7
0.3000,-22.9387,27.4730,-71.0642,46.5874,-20.6780,12.9904,7.3863,0.0000,11.4760,0.0000,0.003209,0.000000,8.373923e-7
0.3100,-22.4655,27.2602,-71.7690,48.0583,-21.8917,12.9904,7.5005,0.0000,11.3835,0.0000,0.003007,0.000000,8.774909e-7
0.3200,-21.9776,27.0350,-72.4889,49.5195,-23.1547,12.9904,7.6138,0.0000,11.2910,0.0000,0.002823,0.000000,9.180981e-7
0.3300,-21.4751,26.7970,-73.2229,50.9705,-24.4680,12.9904,7.7262,0.0000,11.1986,0.0000,0.002656,0.000000,9.591665e-7
0.3400,-20.9582,26.5455,-73.9702,52.4110,-25.8330,12.9904,7.8376,0.0000,11.1062,0.0000,0.002503,0.000000,1.000647e-6
0.3500,-20.4269,26.2801,-74.7297,53.8405,-27.2506,12.9904,7.9481,0.0000,11.0139,0.0000,0.002363,0.000000,1.042486e-6
0.3600,-19.8814,26.0003,-75.5008,55.2581,-28.7219,12.9904,8.0578,0.0000,12.9508,0.0000,0.002930,0.000001,4.344653e+0
0.3700,-19.3219,25.7055,-76.2945,56.6489,-30.2423,12.9904,8.1928,0.0000,14.1059,0.0000,0.003233,0.000003,2.183728e+0
0.3800,-18.7484,25.3953,-77.1031,58.0381,-31.8220,12.9904,8.3360,0.0000,14.4469,0.0000,0.003225,0.000007,1.168468e-6
0.3900,-18.1611,25.0689,-77.9223,59.4208,-33.4608,12.9904,8.4799,0.0000,14.3521,0.0000,0.003062,0.000008,1.211326e-6
0.4000,-17.5601,24.7258,-78.7505,60.7912,-35.1574,12.9904,8.6228,0.0002,14.7310,0.0000,0.003070,0.000028,1.254209e-6
0.4100,-16.9454,24.3655,-79.5896,62.1419,-36.9101,12.9904,8.7702,0.0008,16.2086,0.0000,0.003457,0.000112,1.414837e+0
0.4200,-16.3172,23.9874,-80.4452,63.4842,-38.7240,12.9904,8.9334,0.0012,16.6044,0.0000,0.003463,0.000160,1.339503e-6
0.4300,-15.6757,23.5909,-81.3096,64.8170,-40.6000,12.9904,9.0989,0.0016,16.7940,0.0000,0.003399,0.000219,5.918745e-1
0.4400,-15.0210,23.1752,-82.1827,66.1315,-42.5351,12.9904,9.2682,0.0025,17.1374,0.0000,0.003388,0.000334,5.621436e-1
0.4500,-14.3531,22.7400,-83.0641,67.4319,-44.5318,12.9905,9.4418,0.0044,17.5669,0.0000,0.003405,0.000570,2.032727e-1
0.4600,-13.6723,22.2844,-83.9520,68.7254,-46.5943,12.9905,9.6180,0.0059,17.6743,0.0000,0.003320,0.000762,9.194802e-2
0.4700,-12.9787,21.8079,-84.8447,70.0054,-48.7204,12.9906,9.7953,0.0104,17.9479,0.0000,0.003289,0.001318,1.090692e-1
0.4800,-12.2723,21.3098,-85.7428,71.2720,-50.9109,12.9907,9.9765,0.0176,18.2670,0.0000,0.003273,0.002174,4.485136e-2
0.4900,-11.5533,20.7894,-86.6450,72.5288,-53.1681,12.9909,10.1604,0.0271,18.5260,0.0000,0.003240,0.003302,1.946910e-2
0.5000,-10.8217,20.2462,-87.5503,73.7741,-55.4922,12.9913,10.3472,0.0453,18.8877,0.0000,0.003237,0.005408,2.771392e-2
0.5100,-10.0778,19.6793,-88.4583,75.0086,-57.8840,12.9919,10.5381,0.0742,19.3077,0.0000,0.003250,0.008636,9.620847e-3
0.5200,-9.3216,19.0883,-89.3680,76.2342,-60.3453,12.9928,10.7333,0.1162,19.7409,0.0000,0.003266,0.013194,5.701244e-3
0.5300,-8.5532,18.4722,-90.2781,77.4511,-62.8769,12.9943,10.9332,0.1821,20.2476,0.0000,0.003301,0.020092,8.371579e-3
0.5400,-7.7726,17.8305,-91.1872,78.6600,-65.4798,12.9966,11.1387,0.2856,20.8619,0.0000,0.003364,0.030468,5.051482e-3
0.5500,-6.9800,17.1624,-92.0935,79.8622,-68.1556,13.0002,11.3507,0.4389,21.5731,0.0000,0.003450,0.045062,4.332150e-3
0.5600,-6.1754,16.4671,-92.9945,81.0589,-70.9056,13.0056,11.5704,0.6542,22.3749,0.0000,0.003560,0.064437,8.102234e-3
0.5700,-5.3588,15.7440,-93.8872,82.2532,-73.7327,13.0134,11.7981,0.9024,23.1236,0.0000,0.003654,0.085608,4.292426e-3
0.5800,-4.5303,14.9922,-94.7701,83.4489,-76.6402,13.0235,12.0321,1.1182,23.6419,0.0000,0.003687,0.103473,2.647696e-3
0.5900,-3.6898,14.2109,-95.6427,84.6477,-79.6303,13.0355,12.2702,1.2812,23.9406,0.0000,0.003663,0.116954,4.211829e-3
0.6000,-2.8373,13.3993,-96.5053,85.8506,-82.7051,13.0490,12.5105,1.4029,24.0984,0.0000,0.003604,0.127217,1.761706e-3
0.6100,-1.9728,12.5565,-97.3579,87.0589,-85.8669,13.0635,12.7518,1.4941,24.1666,0.0000,0.003525,0.135201,7.837366e-4
0.6200,-1.0961,11.6817,-98.2006,88.2745,-89.1187,13.0788,12.9936,1.5665,24.1832,0.0000,0.003438,0.141802,1.675970e-3
0.6300,-0.2073,10.7738,-99.0330,89.4996,-92.4635,13.0948,13.2354,1.6286,24.1728,0.0000,0.003348,0.147674,4.938686e-4
0.6400,0.6939,9.8321,-99.8548,90.7366,-95.9050,13.1114,13.4770,1.6839,24.1455,0.0000,0.003258,0.153078,5.439347e-4
0.6500,1.6075,8.8554,-100.6655,91.9884,-99.4475,13.1285,13.7183,1.7358,24.1100,0.0000,0.003170,0.158259,7.818992e-4
0.6600,2.5337,7.8428,-101.4647,93.2580,-103.0956,13.1461,13.9592,1.7881,24.0749,0.0000,0.003087,0.163494,2.721847e-4
0.6700,3.4727,6.7931,-102.2518,94.5486,-106.8547,13.1642,14.1998,1.8431,24.0464,0.0000,0.003008,0.168957,2.365120e-4
0.6800,4.4248,5.7053,-103.0262,95.8640,-110.7306,13.1830,14.4402,1.9040,24.0322,0.0000,0.002935,0.174859,6.464259e-4
0.6900,5.3901,4.5781,-103.7873,97.2078,-114.7299,13.2023,14.6806,1.9761,24.0454,0.0000,0.002870,0.181550,8.048039e-4
0.7000,6.3690,3.4103,-104.5343,98.5842,-118.8600,13.2225,14.9213,2.0666,24.1060,0.0000,0.002817,0.189464,9.963737e-4
0.7100,7.3619,2.2004,-105.2661,99.9977,-123.1292,13.2438,15.1629,2.1865,24.2487,0.0000,0.002781,0.199206,1.978918e-3
0.7200,8.3691,0.9472,-105.9812,101.4528,-127.5465,13.2664,15.4067,2.3517,24.5324,0.0000,0.002770,0.211412,3.209545e-3
0.7300,9.3911,-0.3510,-106.6779,102.9547,-132.1220,13.2910,15.6543,2.5661,25.0105,0.0000,0.002795,0.225514,4.436991e-3
0.7400,10.4284,-1.6958,-107.3550,104.5106,-136.8692,13.3178,15.9073,2.7842,25.6038,0.0000,0.002838,0.238040,5.213687e-3
0.7500,11.4816,-3.0890,-108.0136,106.1296,-141.8043,13.3464,16.1660,2.9405,26.1046,0.0000,0.002865,0.245886,4.859603e-3
0.7600,12.5512,-4.5326,-108.6552,107.8202,-146.9444,13.3763,16.4288,3.0302,26.4352,0.0000,0.002861,0.249910,4.036383e-3
0.7700,13.6382,-6.0287,-109.2812,109.5902,-152.3074,13.4069,16.6943,3.0790,26.6431,0.0000,0.002837,0.251902,3.293252e-3
0.7800,14.7433,-7.5796,-109.8921,111.4488,-157.9139,13.4379,16.9615,3.1057,26.7857,0.0000,0.002802,0.252828,2.602982e-3
0.7900,15.8675,-9.1878,-110.4882,113.4063,-163.7876,13.4690,17.2299,3.1201,26.9039,0.0000,0.002765,0.253034,2.073611e-3
0.8000,17.0118,-10.8563,-111.0698,115.4746,-169.9563,13.5002,17.4996,3.1269,27.0313,0.0000,0.002730,0.252539,2.052678e-3
0.8100,18.1774,-12.5880,-111.6369,117.6674,-176.4517,13.5315,17.7707,3.1281,27.2062,0.0000,0.002703,0.251112,2.797469e-3
0.8200,19.3656,-14.3865,-112.1900,120.0002,-183.3108,13.5628,18.0441,3.1247,27.4877,0.0000,0.002692,0.248225,4.299293e-3
0.8300,20.5780,-16.2556,-112.7292,122.4905,-190.5762,13.5940,18.3211,3.1175,27.9743,0.0000,0.002713,0.243044,6.381220e-3
0.8400,21.8161,-18.1996,-113.2546,125.1589,-198.2981,13.6251,18.6046,3.1108,28.7774,0.0000,0.002779,0.235106,8.276155e-3
0.8500,23.0818,-20.2233,-113.7653,128.0310,-206.5383,13.6562,18.8976,3.1148,29.8482,0.0000,0.002886,0.226077,8.083241e-3
0.8600,24.3775,-22.3323,-114.2590,131.1395,-215.3737,13.6875,19.2017,3.1333,30.9654,0.0000,0.003001,0.218373,6.337411e-3
0.8700,25.7055,-24.5331,-114.7336,134.5208,-224.8942,13.7189,19.5169,3.1593,32.0751,0.0000,0.003115,0.211824,6.805712e-3
0.8800,27.0689,-26.8328,-115.1869,138.2182,-235.2072,13.7506,19.8435,3.1804,33.2568,0.0000,0.003241,0.204954,7.460617e-3
0.8900,28.4711,-29.2403,-115.6175,142.2864,-246.4483,13.7825,20.1820,3.1762,34.4319,0.0000,0.003367,0.197114,6.471916e-3
0.9000,29.9161,-31.7655,-116.0254,146.7944,-258.7883,13.8140,20.5313,3.1372,35.3799,0.0000,0.003457,0.189130,5.765126e-3
0.9100,31.4087,-34.4204,-116.4114,151.8248,-272.4353,13.8451,20.8888,3.0706,36.0944,0.0000,0.003509,0.181297,5.519367e-3
0.9200,32.9547,-37.2194,-116.7767,157.4794,-287.6490,13.8754,21.2530,2.9728,36.7612,0.0000,0.003554,0.172250,4.518097e-3
0.9300,34.5608,-40.1797,-117.1231,163.8872,-304.7594,13.9043,21.6249,2.8034,37.7026,0.0000,0.003642,0.158208,2.542497e-3
0.9400,36.2355,-43.3223,-117.4525,171.2072,-324.1782,13.9307,22.0106,2.4065,39.7461,0.0000,0.003906,0.128398,6.453569e-3
0.9500,37.9887,-46.6727,-117.7662,179.6499,-346.4472,13.9510,22.4268,1.6187,43.5911,0.0000,0.004487,0.078234,1.428202e-2
0.9600,39.8334,-50.2636,-118.0589,189.5704,-372.4445,13.9638,22.8780,0.9959,46.3789,0.0000,0.004913,0.045058,7.901054e-3
0.9700,41.7864,-54.1375,-118.3263,201.3814,-403.2259,13.9714,23.3515,0.5164,48.2952,0.0000,0.005192,0.022384,3.455817e-3
0.9800,43.8690,-58.3484,-118.5686,215.5898,-440.1013,13.9735,23.8459,-0.1562,50.8294,0.0000,0.005599,-0.006413,1.135660e-2
0.9900,46.1082,-62.9650,-118.7839,232.7953,-484.6194,13.9659,24.3762,-1.4925,55.7045,0.0000,0.006505,-0.055537,2.618627e-2
1.0000,48.5371,-68.0720,-118.9606,253.6533,-538.4345,13.9429,24.9624,-3.0704,61.3278,0.0000,0.007658,-0.103033,2.053202e-2
1.0100,51.1935,-73.7648,-119.0834,278.1035,-601.3461,13.9051,25.6009,-4.5249,66.5004,0.0000,0.008805,-0.139201,2.130838e-2
1.0200,54.1018,-80.1049,-119.1282,303.1277,-665.5088,13.8509,26.2958,-6.3565,72.4598,0.0000,0.010265,-0.178285,1.577567e-2
1.0300,57.2290,-87.0038,-119.0606,319.8763,-707.9194,13.7771,27.0468,-8.4723,77.5644,0.0000,0.011646,-0.220541,3.301217e-2
1.0400,60.4341,-94.0929,-118.8273,317.5837,-700.6096,13.6819,27.8406,-10.3454,80.6118,0.0000,0.012561,-0.257712,4.334609e-2
1.0500,63.5219,-100.8623,-118.3607,298.0255,-648.1585,13.5757,28.6484,-12.2527,82.4537,0.0000,0.013213,-0.296672,3.219694e-2
1.0600,66.3761,-107.0069,-117.6257,272.7063,-580.4324,13.4531,29.4703,-16.5435,85.7913,0.0000,0.014517,-0.379006,9.615246e-5
1.0700,68.9828,-112.4876,-116.6509,249.2329,-517.1787,13.2768,30.3330,-21.1937,88.4739,0.0000,0.015781,-0.461549,7.830630e-5
1.0800,71.3739,-117.3838,-115.4336,229.6514,-463.7298,13.0482,31.2237,-25.8144,90.3493,0.0000,0.016911,-0.538040,5.696804e-5
1.0900,73.5882,-121.7933,-113.9694,213.7574,-419.5834,12.7709,32.1317,-30.2459,91.4868,0.0000,0.017887,-0.607079,4.058710e-5
1.1000,75.6590,-125.8005,-112.2496,200.8528,-382.9555,12.4489,33.0487,-34.3771,91.9876,0.0000,0.018704,-0.668165,2.921240e-5
1.1100,77.6130,-129.4718,-110.2637,190.2762,-352.1527,12.0853,33.9687,-38.1150,91.9642,0.0000,0.019363,-0.721070,2.144633e-5
1.1200,79.4706,-132.8585,-107.9969,181.5044,-325.8380,11.6840,34.8865,-41.4153,91.5357,0.0000,0.019877,-0.766173,1.609639e-5
1.1300,81.2478,-136.0001,-105.4311,174.1440,-303.0070,11.2501,35.7982,-44.2779,90.8119,0.0000,0.020263,-0.804290,1.235100e-5
1.1400,82.9572,-138.9277,-102.5504,167.9009,-282.9115,10.7886,36.7013,-46.7255,89.8854,0.0000,0.020542,-0.836337,9.685460e-6
1.1500,84.6088,-141.6656,-99.3292,162.5538,-264.9911,10.3111,37.5949,-46.7614,89.1053,0.0000,0.020456,-0.841626,6.432243e+0
1.1600,86.2107,-144.2333,-95.7364,157.9343,-248.8206,9.8425,38.4819,-46.8364,88.3188,0.0000,0.020372,-0.847385,8.030258e+0
1.1700,87.7694,-146.6467,-91.8493,153.9119,-234.0734,9.3758,39.3615,-46.5079,87.6016,0.0000,0.020235,-0.848673,5.228606e+0
1.1800,89.2906,-148.9187,-87.7470,150.3839,-220.4946,8.9123,40.2340,-46.1840,86.8938,0.0000,0.020098,-0.849980,4.118959e+1
1.1900,90.7785,-151.0598,-83.5307,147.2682,-207.8834,8.4521,41.0994,-45.8647,86.1953,0.0000,0.019960,-0.851305,2.199510e+0
1.2000,92.2371,-153.0790,-79.3106,144.4982,-196.0784,7.9950,41.9579,-45.5499,85.5058,0.0000,0.019821,-0.852647,2.965256e+0
1.2100,93.6694,-154.9837,-75.1941,142.0187,-184.9494,7.5410,42.8096,-45.3276,84.8131,0.0000,0.019693,-0.855010,1.601871e+1
1.2200,95.0783,-156.7799,-71.2035,139.7838,-174.3899,7.0559,43.6518,-48.0364,83.8521,0.0000,0.020013,-0.888154,6.866380e+0
1.2300,96.4658,-158.4731,-67.4384,137.7537,-164.3112,6.5680,44.4867,-49.8568,83.2164,0.0000,0.020292,-0.908704,8.149187e+0
1.2400,97.8339,-160.0675,-63.8965,135.8936,-154.6386,6.0641,45.3164,-55.9489,83.6792,0.0000,0.021873,-0.952567,4.521561e+0
1.2500,99.1841,-161.5670,-60.3828,134.1704,-145.3060,5.4962,46.1519,-57.5115,83.4093,0.0000,0.022274,-0.964142,1.982397e+0
1.2600,100.5176,-162.9745,-57.1146,132.5469,-136.2463,4.9137,46.9846,-60.1258,83.2904,0.0000,0.022987,-0.979698,1.331717e+0
1.2700,101.8353,-164.2927,-54.0446,131.0016,-127.4207,4.3015,47.8153,-63.0298,82.7019,0.0000,0.023643,-0.996210,7.988075e-1
1.2800,103.1379,-165.5237,-51.1821,129.5318,-118.8184,3.6551,48.6352,-66.6422,80.9099,0.0000,0.024123,-1.016022,2.030668e-1
1.2900,104.4259,-166.6693,-48.5017,127.9742,-110.2157,2.9411,49.3993,-81.9810,62.6251,0.0000,0.023533,-1.021117,1.351596e+0
1.3000,105.6918,-167.7212,-46.2422,125.7394,-100.8762,1.8240,49.4048,-118.6796,-16.5788,0.0000,0.031244,-0.154503,4.627378e-1
1.3100,106.9425,-168.6896,-43.8353,124.3955,-92.8411,0.6393,49.2282,-118.3196,-19.1946,0.0000,0.031342,-0.142739,9.513378e-1
1.3200,108.1798,-169.5784,-41.1220,123.0617,-84.9275,-0.5398,49.0322,-117.4827,-19.9019,0.0000,0.031063,-0.140256,5.864290e-1
1.3300,109.4037,-170.3885,-38.0800,121.7157,-77.1075,-1.7102,48.8312,-116.5999,-20.3332,0.0000,0.030733,-0.139003,2.338137e-1
1.3400,110.6140,-171.1208,-34.7212,120.3426,-69.3647,-2.8718,48.6261,-115.7417,-20.7636,0.0000,0.030408,-0.137731,1.589815e-1
1.3500,111.8104,-171.7760,-31.0745,118.9289,-61.6857,-4.0251,48.4163,-114.9292,-21.2146,0.0000,0.030100,-0.136327,2.022915e-1
1.3600,112.9924,-172.3547,-27.1836,117.4621,-54.0590,-5.1708,48.2013,-114.2493,-21.8466,0.0000,0.029865,-0.134056,2.157055e-1
1.3700,114.1594,-172.8573,-23.0996,115.9308,-46.4752,-6.3111,47.9783,-113.8933,-22.8425,0.0000,0.029812,-0.130055,2.245183e-1
1.3800,115.3108,-173.2843,-18.8567,114.3260,-38.9283,-7.4516,47.7419,-114.4145,-24.5786,0.0000,0.030245,-0.122599,2.307270e-1
1.3900,116.4457,-173.6360,-14.4727,112.6387,-31.4123,-8.6009,47.4875,-115.3582,-26.1193,0.0000,0.030865,-0.115891,2.566995e-1
1.4000,117.5632,-173.9126,-10.0597,110.8575,-23.9185,-9.7557,47.2229,-115.4515,-26.6887,0.0000,0.030969,-0.113413,2.488317e-1
1.4100,118.6625,-174.1144,-5.7683,108.9726,-16.4402,-10.9080,46.9550,-114.9659,-26.8492,0.0000,0.030740,-0.112789,2.615633e-1
1.4200,119.7423,-174.2415,-1.7042,106.9763,-8.9727,-12.0546,46.6860,-114.3638,-26.9839,0.0000,0.030445,-0.112347,2.595272e-1
1.4300,120.8016,-174.2939,2.0810,104.8610,-1.5112,-13.1958,46.4144,-113.8978,-27.4116,0.0000,0.030242,-0.110848,2.266290e-1
1.4400,121.8391,-174.2717,5.5710,102.6207,5.9481,-14.3325,46.1362,-113.4164,-28.2921,0.0000,0.030078,-0.107967,2.154165e-1
1.4500,122.8536,-174.1749,8.7614,100.2510,13.4078,-15.4630,45.8476,-112.6124,-29.4830,0.0000,0.029797,-0.104493,2.262069e-1
1.4600,123.8437,-174.0035,11.6559,97.7482,20.8708,-16.5827,45.5449,-111.1275,-31.2695,0.0000,0.029277,-0.099977,2.941962e-1
1.4700,124.8082,-173.7576,14.2549,95.1619,28.2796,-17.5690,45.1279,-48.0783,-77.9074,0.0000,0.018958,-0.031488,4.786689e+1
1.4800,125.7468,-173.4383,16.3875,92.5082,35.6216,-17.8711,44.2558,-21.3671,-92.3975,0.0000,0.020154,-0.010893,3.329617e+0
1.4900,126.6576,-173.0448,18.7386,89.6255,43.0831,-18.0664,43.3194,-14.9842,-98.4431,0.0000,0.021975,-0.006386,3.592714e+0
1.5000,127.5388,-172.5765,21.5702,86.5848,50.5834,-18.1990,42.3142,-11.8575,-102.4633,0.0000,0.023373,-0.004429,1.478790e+0
1.5100,128.3888,-172.0330,24.9317,83.3916,58.1204,-18.3103,41.2774,-10.3518,-105.4013,0.0000,0.024456,-0.003483,7.445830e-1
1.5200,129.2062,-171.4140,28.8640,80.0572,65.6867,-18.4110,40.2181,-9.6670,-107.1447,0.0000,0.025075,-0.003025,7.030160e-1
1.5300,129.9894,-170.7191,33.3567,76.5623,73.3135,-18.5063,39.1448,-9.4168,-107.4005,0.0000,0.025058,-0.002850,3.272178e-1
1.5400,130.7368,-169.9475,38.3055,72.9003,81.0181,-18.5997,38.0716,-9.2559,-107.3485,0.0000,0.024905,-0.002730,2.351298e-1
1.5500,131.4469,-169.0985,43.6206,69.0804,88.7999,-18.6916,36.9998,-9.1175,-107.1542,0.0000,0.024688,-0.002630,2.137899e-1
1.5600,132.1179,-168.1712,-310.8291,65.1052,96.6690,-18.7822,35.9302,-9.0014,-106.7447,0.0000,0.024375,-0.002551,1.098277e-1
1.5700,132.7485,-167.1647,-305.2092,60.9744,104.6405,-18.8716,34.8650,-8.8660,-106.3309,0.0000,0.024059,-0.002468,1.381675e-1
1.5800,133.3369,-166.0780,-299.6753,56.6865,112.7331,-18.9595,33.8038,-8.6870,-105.9494,0.0000,0.023753,-0.002371,1.410856e-1
1.5900,133.8817,-164.9096,-294.3625,52.2388,120.9691,-19.0452,32.7461,-8.4373,-105.6050,0.0000,0.023461,-0.002255,1.091039e-1
1.6000,134.3811,-163.6580,-289.3709,47.6277,129.3743,-19.1278,31.6915,-8.0493,-105.3213,0.0000,0.023189,-0.002101,1.217055e-1
1.6100,134.8337,-162.3215,-284.7573,42.8483,137.9789,-19.2056,30.6396,-7.4721,-105.0486,0.0000,0.022916,-0.001902,1.245548e-1
1.6200,135.2375,-160.8977,-280.5425,37.8942,146.8173,-19.2765,29.5907,-6.6673,-104.7053,0.0000,0.022608,-0.001658,1.329344e-1
1.6300,135.5909,-159.3842,-276.7175,32.7599,155.9255,-19.3376,28.5460,-5.4471,-104.1938,0.0000,0.022226,-0.001328,1.779791e-1
1.6400,135.8922,-157.7782,-273.2374,27.4639,165.3054,-19.3785,27.5094,-1.5825,-102.6076,0.0000,0.021388,-0.000390,3.641532e-1
1.6500,136.1470,-156.0885,-269.8735,23.6908,172.3475,-18.9521,26.8869,95.8167,-8.0584,0.0000,0.018767,0.168736,1.541516e+1
1.6600,136.3556,-154.3146,-266.2529,17.9769,182.5315,-17.9855,26.8234,98.5100,-1.6951,0.0000,0.019572,0.216241,1.423621e+1
1.6700,136.5056,-152.4361,-262.2314,11.9877,193.2687,-16.9996,26.8182,98.8220,2.2150,0.0000,0.019604,0.255484,2.050774e+0
1.6800,136.5943,-150.4471,-257.7684,5.7057,204.6354,-16.0139,26.8508,98.2368,4.0799,0.0000,0.019315,0.278358,7.007161e+0
1.6900,136.6187,-148.3409,-252.8059,-0.8841,216.7079,-15.0359,26.8967,96.0859,8.5421,0.0000,0.018537,0.341275,4.966891e+0
1.7000,136.5760,-146.1110,-247.5249,-7.7209,229.4330,-14.0809,26.9872,93.7108,11.3470,0.0000,0.017703,0.389161,3.348553e+0
1.7100,136.4628,-143.7489,-241.9299,-14.9791,243.1809,-13.1506,27.1047,92.3929,12.0688,0.0000,0.017194,0.405417,1.293110e+0
1.7200,136.2747,-141.2433,-235.9810,-22.7353,258.1663,-12.2324,27.2271,90.8064,12.7158,0.0000,0.016603,0.422257,8.005328e-1
1.7300,136.0062,-138.5806,-229.8272,-31.0850,274.6547,-11.3298,27.3551,89.0700,13.2515,0.0000,0.015975,0.438708,8.937797e-1
1.7400,135.6506,-135.7441,-223.6297,-40.1468,292.9755,-10.4442,27.4880,88.0844,13.2908,0.0000,0.015587,0.444536,2.788445e-1
1.7500,135.2003,-132.7135,-217.4912,-50.0817,313.5659,-9.5676,27.6206,87.1078,13.2868,0.0000,0.015210,0.449779,2.814995e-1
1.7600,134.6453,-129.4631,-211.5687,-61.1311,337.0588,-8.7014,27.7534,85.8869,13.3538,0.0000,0.014769,0.457460,2.896103e-1
1.7700,133.9730,-125.9601,-205.9953,-73.5868,364.2341,-7.8488,27.8873,84.5999,13.4385,0.0000,0.014322,0.465964,2.049872e-1
1.7800,133.1677,-122.1629,-200.8349,-87.8143,396.0756,-7.0093,28.0222,83.3289,13.5345,0.0000,0.013896,0.474797,1.920773e-1
1.7900,132.2093,-118.0190,-196.1050,-104.2585,433.7856,-6.1808,28.1575,82.3795,13.5370,0.0000,0.013580,0.480601,1.446220e-1
