Time (s),Arm Angle (deg),Weight Rel Angle (deg),Sling Rel Angle (deg),Arm Omega (deg/s),Weight Rel Omega (deg/s),Proj X (m),Proj Y (m),Proj VX (m/s),Proj VY (m/s),Normal Force (N),Energy Eff,Range Eff,Check Function
1.8000,131.0736,-113.4634,-191.7908,-123.3663,478.5966,-5.3605,28.2925,81.7115,13.4387,0.0000,0.013361,0.483336,9.860148e-2
1.8100,129.7326,-108.4216,-187.8620,-145.2595,530.9388,-4.5462,28.4262,81.1453,13.3033,0.0000,0.013189,0.484944,9.166404e-2
1.8200,128.1628,-102.8285,-184.2768,-168.7160,587.8274,-3.7375,28.5585,80.6114,13.1593,0.0000,0.013053,0.486254,8.833019e-2
1.8300,126.3680,-96.6877,-180.9733,-189.0891,637.4857,-2.9340,28.6894,80.0899,13.0161,0.0000,0.012957,0.487526,7.856971e-2
1.8400,124.4206,-90.1779,-177.8640,-197.6809,657.6549,-2.1356,28.8188,79.5713,12.8797,0.0000,0.012908,0.488911,8.451062e-2
1.8500,122.4729,-83.6824,-174.8519,-189.1709,634.6644,-1.3427,28.9471,78.9935,12.7996,0.0000,0.012893,0.491577,1.282573e-1
1.8600,120.6761,-77.5821,-171.8757,-169.0875,582.6722,-0.5574,29.0762,77.9084,13.1629,0.0000,0.012790,0.504596,2.181968e-1
1.8700,119.0997,-72.0490,-168.9368,-146.2541,524.2236,0.2068,29.2178,73.7413,16.1196,0.0000,0.011963,0.582191,3.491976e-1
1.8800,117.7443,-67.0790,-166.0949,-125.3243,471.0902,0.9011,29.4109,65.3855,22.3565,0.0000,0.010375,0.755475,7.259558e-1
1.8900,116.5814,-62.5962,-163.2537,-107.7491,426.7585,1.3861,29.8293,34.5337,61.5800,0.0000,0.011032,0.884991,2.171793e+0
1.9000,115.5814,-58.5226,-160.0823,-92.6125,388.9508,1.7136,30.4806,31.8472,66.6455,0.0000,0.012272,0.803415,8.571234e-1
1.9100,114.7215,-54.7973,-156.7186,-79.7184,357.0281,2.0262,31.1533,30.7042,67.7469,0.0000,0.012735,0.776231,3.286087e-1
1.9200,113.9808,-51.3658,-153.1848,-68.7112,329.9888,2.3285,31.8330,29.8024,68.1007,0.0000,0.013041,0.758515,2.690071e-1
1.9300,113.3423,-48.1847,-149.4929,-59.2075,306.8103,2.6229,32.5141,29.1185,68.0645,0.0000,0.013274,0.747341,1.671439e-1
1.9400,112.7926,-45.2194,-145.6571,-50.9066,286.6950,2.9115,33.1935,28.6256,67.7987,0.0000,0.013472,0.741215,1.333328e-1
1.9500,112.3209,-42.4426,-141.6993,-43.5792,269.0354,3.1958,33.8697,28.2389,67.4255,0.0000,0.013659,0.737786,1.292754e-1
1.9600,111.9184,-39.8321,-137.6489,-37.0503,253.3691,3.4764,34.5420,27.8845,67.0279,0.0000,0.013849,0.735083,5.746787e-2
1.9700,111.5777,-37.3698,-133.5421,-31.1855,239.3403,3.7536,35.2102,27.5654,66.6030,0.0000,0.014042,0.733219,8.781781e-2
1.9800,111.2928,-35.0407,-129.4215,-25.8804,226.6726,4.0278,35.8739,27.2757,66.1525,0.0000,0.014238,0.732095,7.090359e-2
1.9900,111.0585,-32.8325,-125.3325,-21.0533,215.1493,4.2991,36.5332,26.9957,65.6978,0.0000,0.014439,0.731171,5.919488e-2
2.0000,110.8704,-30.7345,-121.3198,-16.6396,204.5984,4.5678,37.1879,26.7314,65.2364,0.0000,0.014647,0.730590,7.779001e-2
2.0100,110.7245,-28.7378,-117.4250,-12.5887,194.8835,4.8339,37.8379,26.4910,64.7661,0.0000,0.014862,0.730550,9.049408e-2
2.0200,110.6175,-26.8344,-113.6840,-8.8639,185.9007,5.0977,38.4832,26.2800,64.3045,0.0000,0.015091,0.731015,1.320073e-1
2.0300,110.5463,-25.0176,-110.1247,-5.4339,177.5622,5.3595,39.1240,26.0731,63.8435,0.0000,0.015329,0.731567,1.715895e-1
2.0400,110.5080,-23.2814,-106.7697,-2.2495,169.7578,5.6187,39.7598,25.7214,63.2982,0.0000,0.015520,0.729971,1.702324e-1
2.0500,110.5005,-21.6208,-103.6373,0.6836,162.4694,5.8720,40.3891,24.7442,62.4735,0.0000,0.015519,0.717883,2.262282e-1
2.0600,110.5207,-20.0301,-100.7407,3.3180,155.7447,6.1037,41.0066,20.7810,60.9309,0.0000,0.014841,0.642522,4.000632e-1
2.0700,110.5661,-18.5045,-98.0374,5.7015,149.4853,6.2809,41.6107,13.8750,60.1248,0.0000,0.014224,0.461685,8.108535e-1
2.0800,110.6308,-17.0345,-95.2085,7.3125,144.4271,6.1280,42.1866,-39.8029,51.5327,0.0000,0.016061,-1.037834,3.342769e+0
2.0900,110.7136,-15.6176,-92.4120,9.2809,138.9193,5.6615,42.6577,-51.5544,43.7890,0.0000,0.017664,-1.084779,1.968931e+0
2.1000,110.8162,-14.2556,-89.5873,11.2207,133.5139,5.1319,43.0851,-53.8237,42.0292,0.0000,0.018498,-1.074926,4.666573e-1
2.1100,110.9376,-12.9465,-86.6421,13.0269,128.3489,4.5908,43.5017,-54.3723,41.3088,0.0000,0.019055,-1.071694,4.096075e-1
2.1200,111.0764,-11.6879,-83.5704,14.7075,123.4038,4.0469,43.9125,-54.5375,40.7846,0.0000,0.019544,-1.070512,2.437284e-1
2.1300,111.2313,-10.4777,-80.3805,16.2630,118.6691,3.5019,44.3183,-54.4691,40.3763,0.0000,0.019993,-1.070797,1.687761e-1
2.1400,111.4012,-9.3138,-77.0870,17.6961,114.1331,2.9575,44.7200,-54.4580,39.9237,0.0000,0.020468,-1.070581,1.648357e-1
2.1500,111.5848,-8.1944,-73.7092,19.0115,109.7825,2.4126,45.1166,-54.5822,39.3554,0.0000,0.020983,-1.069103,1.536268e-1
2.1600,111.7811,-7.1176,-70.2692,20.2141,105.6050,1.8652,45.5064,-54.9289,38.5463,0.0000,0.021540,-1.065126,1.553254e-1
2.1700,111.9888,-6.0818,-66.7919,21.3076,101.5900,1.3135,45.8866,-55.3984,37.4644,0.0000,0.022095,-1.058569,1.549606e-1
2.1800,112.2069,-5.0853,-63.3041,22.2940,97.7300,0.7581,46.2560,-55.6330,36.4525,0.0000,0.022588,-1.053126,1.311670e-1
2.1900,112.4343,-4.1267,-59.8322,23.1756,94.0175,0.2017,46.6164,-55.6156,35.6556,0.0000,0.023048,-1.050143,1.330456e-1
2.2000,112.6700,-3.2045,-56.4023,23.9591,90.4410,-0.3538,46.9695,-55.4701,34.9905,0.0000,0.023502,-1.048645,1.346166e-1
2.2100,112.9132,-2.3174,-53.0400,24.6515,86.9889,-0.9074,47.3164,-55.2560,34.4064,0.0000,0.023962,-1.048051,1.221666e-1
2.2200,113.1628,-1.4643,-49.7689,25.2559,83.6548,-1.4588,47.6578,-55.0010,33.8774,0.0000,0.024432,-1.048068,1.129673e-1
2.2300,113.4180,-0.6440,-46.6094,25.7743,80.4339,-2.0074,47.9941,-54.7175,33.3676,0.0000,0.024906,-1.048418,1.155210e-1
2.2400,113.6780,0.1447,-43.5791,26.2086,77.3215,-2.5530,48.3250,-54.4003,32.8180,0.0000,0.025361,-1.048807,1.269618e-1
2.2500,113.9419,0.9028,-40.6931,26.5608,74.3133,-3.0952,48.6499,-54.0180,32.1228,0.0000,0.025741,-1.048841,1.384849e-1
2.2600,114.2089,1.6313,-37.9647,26.8326,71.4056,-3.6330,48.9665,-53.5306,31.1403,0.0000,0.025966,-1.047892,1.517040e-1
2.2700,114.4783,2.3312,-35.4025,27.0263,68.5943,-4.1655,49.2716,-52.9739,29.8234,0.0000,0.026039,-1.045043,1.657469e-1
2.2800,114.7492,3.0035,-33.0026,27.1432,65.8764,-4.6927,49.5628,-52.4956,28.4416,0.0000,0.026142,-1.040389,1.742132e-1
2.2900,115.0209,3.6491,-30.7489,27.1774,63.2559,-5.2159,49.8411,-52.1527,27.2121,0.0000,0.026389,-1.034876,2.439676e-1
2.3000,115.2924,4.2690,-28.6282,27.1227,60.7369,-5.7359,50.1024,-51.8530,24.3560,0.0000,0.026156,-1.012077,5.498217e-1
2.3100,115.5632,4.8640,-26.6424,27.0182,58.2829,-6.2511,50.2880,-50.9770,11.4365,0.0000,0.023434,-0.837923,1.312985e+0
2.3200,115.8322,5.4353,-24.7723,26.7314,56.0088,-6.7549,50.3324,-50.0244,-10.3716,0.0000,0.023403,-0.435470,4.901458e+0
2.3300,116.0980,5.9841,-22.7953,26.4419,53.7583,-7.2702,50.1084,-52.7002,-28.0505,0.0000,0.030772,-0.207308,1.489264e+0
2.3400,116.3611,6.5104,-20.6206,26.1747,51.5090,-7.8025,49.8014,-53.6148,-33.5083,0.0000,0.034845,-0.165196,3.299142e-1
2.3500,116.6213,7.0145,-18.2840,25.8539,49.3247,-8.3380,49.4411,-53.3013,-37.7970,0.0000,0.037949,-0.139556,2.486356e-1
2.3600,116.8780,7.4971,-15.8201,25.4775,47.2064,-8.8679,49.0560,-52.6886,-38.9836,0.0000,0.039327,-0.132930,1.636411e-1
2.3700,117.1307,7.9588,-13.2348,25.0482,45.1511,-9.3921,48.6637,-52.1530,-39.4153,0.0000,0.040366,-0.130192,7.303207e-2
2.3800,117.3788,8.4003,-10.5296,24.5681,43.1562,-9.9111,48.2684,-51.6529,-39.6274,0.0000,0.041320,-0.128523,7.897789e-2
2.3900,117.6219,8.8222,-7.7098,24.0395,41.2193,-10.4251,47.8715,-51.1542,-39.7488,0.0000,0.042230,-0.127289,9.006150e-2
2.4000,117.8595,9.2249,-4.7846,23.4646,39.3381,-10.9341,47.4736,-50.6434,-39.8138,0.0000,0.043100,-0.126327,7.355252e-2
2.4100,118.0910,9.6091,-1.7664,22.8454,37.5101,-11.4380,47.0754,-50.1462,-39.8207,0.0000,0.043946,-0.125628,8.957416e-2
2.4200,118.3162,9.9753,1.3314,22.1833,35.7336,-11.9373,46.6774,-49.7226,-39.7701,0.0000,0.044817,-0.125160,9.332774e-2
2.4300,118.5346,10.3239,4.4945,21.4799,34.0066,-12.4328,46.2801,-49.3898,-39.6880,0.0000,0.045747,-0.124791,7.508975e-2
2.4400,118.7457,10.6556,7.7061,20.7376,32.3269,-12.9253,45.8837,-49.1288,-39.5995,0.0000,0.046737,-0.124410,7.358353e-2
2.4500,118.9492,10.9706,10.9466,19.9583,30.6920,-13.4155,45.4881,-48.9012,-39.5141,0.0000,0.047757,-0.123990,7.613280e-2
2.4600,119.1447,11.2695,14.1930,19.1440,29.0998,-13.9034,45.0934,-48.6756,-39.4297,0.0000,0.048771,-0.123561,7.310488e-2
2.4700,119.3320,11.5528,17.4220,18.2966,27.5482,-14.3890,44.6995,-48.4518,-39.3463,0.0000,0.049775,-0.123121,7.089736e-2
2.4800,119.5106,11.8206,20.6112,17.4179,26.0351,-14.8724,44.3064,-48.2298,-39.2639,0.0000,0.050762,-0.122670,7.101697e-2
2.4900,119.6802,12.0736,23.7400,16.5096,24.5584,-15.3536,43.9142,-47.0865,-38.8768,0.0000,0.050467,-0.124224,6.653051e-2
2.5000,119.8407,12.3119,26.7472,15.5736,23.1161,-15.8234,43.5258,-44.7584,-38.1754,0.0000,0.048585,-0.128054,2.471944e+0
2.5100,119.9916,12.5360,29.5747,14.6116,21.7060,-16.2695,43.1446,-43.6196,-37.8757,0.0000,0.048241,-0.129200,9.020839e-1
2.5200,120.1328,12.7461,32.2764,13.6252,20.3262,-16.7029,42.7665,-43.0565,-37.7342,0.0000,0.048576,-0.129210,4.243117e-1
2.5300,120.2640,12.9426,34.8773,12.6162,18.9744,-17.1304,42.3898,-42.2057,-37.5970,0.0000,0.048553,-0.129288,2.477928e-1
2.5400,120.3851,13.1257,37.3687,11.5864,17.6486,-17.5487,42.0143,-41.2459,-37.5190,0.0000,0.048405,-0.129022,2.498762e-1
2.5500,120.4957,13.2957,39.7549,10.5377,16.3464,-17.9575,41.6393,-40.5491,-37.4905,0.0000,0.048511,-0.128343,1.116277e-1
2.5600,120.5958,13.4527,42.0452,9.4736,15.0647,-18.3599,41.2643,-39.8659,-37.5104,0.0000,0.048608,-0.127339,1.480544e-1
2.5700,120.6852,13.5970,44.2422,8.4076,13.7933,-18.7521,40.8884,-38.0745,-37.8015,0.0000,0.047756,-0.124779,2.768124e-1
2.5800,120.7640,13.7286,46.3431,7.3607,12.5176,-19.0944,40.5037,-28.4162,-39.2621,0.0000,0.041172,-0.109747,7.036524e-1
2.5900,120.8324,13.8474,48.3281,6.3350,11.2352,-19.3313,40.1095,-18.8541,-39.3971,0.0000,0.035536,-0.088626,6.488352e-1
2.6000,120.8910,13.9531,50.2048,5.4180,9.8883,-19.4274,39.7094,2.0251,-41.9113,0.0000,0.033802,0.009712,1.010283e+0
2.6100,120.9408,14.0451,52.2219,4.4698,8.5667,-19.3006,39.2550,18.6534,-47.6038,0.0000,0.046085,0.053510,6.773288e-1
2.6200,120.9799,14.1247,54.4272,3.3570,7.3563,-19.1015,38.7744,20.6575,-48.3046,0.0000,0.048429,0.054786,1.067860e-1
2.6300,121.0079,14.1923,56.7665,2.2368,6.1541,-18.8912,38.2903,21.3856,-48.5113,0.0000,0.049347,0.054841,2.405660e-1
2.6400,121.0246,14.2479,-300.7660,1.0968,4.9670,-18.6754,37.8048,21.7945,-48.6006,0.0000,0.049829,0.054626,1.534135e-1
2.6500,121.0299,14.2916,-298.1738,-0.0354,3.7762,-18.4558,37.3185,22.1177,-48.6616,0.0000,0.050126,0.054322,1.022992e-1
2.6600,121.0242,14.3232,-295.4617,-1.1001,2.5424,-18.2329,36.8315,22.4865,-48.7451,0.0000,0.050393,0.054006,9.139853e-2
2.6700,121.0079,14.3424,-292.6349,-2.1492,1.2978,-18.0061,36.3436,22.8685,-48.8367,0.0000,0.050587,0.053662,6.945842e-2
2.6800,120.9812,14.3492,-289.7024,-3.1974,0.0510,-17.7757,35.8549,23.1755,-48.8960,0.0000,0.050595,0.053273,4.679725e-2
2.6900,120.9440,14.3434,-286.6788,-4.2438,-1.1997,-17.5429,35.3658,23.3756,-48.9065,0.0000,0.050370,0.052847,4.617556e-2
2.7000,120.8963,14.3252,-283.5820,-5.2868,-2.4563,-17.3085,34.8768,23.4984,-48.8800,0.0000,0.049952,0.052402,4.032372e-2
2.7100,120.8382,14.2943,-280.4320,-6.3248,-3.7207,-17.0731,34.3883,23.5759,-48.8297,0.0000,0.049385,0.051951,2.716365e-2
2.7200,120.7698,14.2507,-277.2495,-7.3566,-4.9949,-16.8371,33.9003,23.6277,-48.7635,0.0000,0.048699,0.051501,2.792582e-2
2.7300,120.6911,14.1944,-274.0559,-8.3804,-6.2806,-16.6006,33.4130,23.6670,-48.6858,0.0000,0.047918,0.051059,3.008741e-2
2.7400,120.6023,14.1251,-270.8722,-9.3949,-7.5800,-16.3637,32.9266,23.7013,-48.5986,0.0000,0.047054,0.050630,2.590006e-2
2.7500,120.5033,14.0427,-267.7185,-10.3984,-8.8949,-16.1266,32.4411,23.7339,-48.5020,0.0000,0.046119,0.050217,2.711081e-2
2.7600,120.3943,13.9471,-264.6133,-11.3893,-10.2273,-15.8891,31.9566,23.7678,-48.3955,0.0000,0.045121,0.049825,3.093661e-2
2.7700,120.2755,13.8381,-261.5731,-12.3659,-11.5792,-15.6512,31.4732,23.8058,-48.2781,0.0000,0.044070,0.049460,3.197641e-2
2.7800,120.1471,13.7154,-258.6115,-13.3263,-12.9528,-15.4129,30.9911,23.8521,-48.1471,0.0000,0.042972,0.049134,3.603158e-2
2.7900,120.0091,13.5790,-255.7396,-14.2686,-14.3501,-15.1741,30.5104,23.9181,-47.9959,0.0000,0.041835,0.048876,4.354407e-2
2.8000,119.8618,13.4284,-252.9651,-15.1911,-15.7732,-14.9344,30.0313,24.0387,-47.8022,0.0000,0.040661,0.048784,5.187537e-2
2.8100,119.7053,13.2634,-250.2918,-16.0920,-17.2239,-14.6927,29.5547,24.3388,-47.4729,0.0000,0.039426,0.049242,7.093044e-2
2.8200,119.5400,13.0838,-247.7156,-16.9674,-18.7057,-14.4448,29.0842,25.6026,-46.3160,0.0000,0.037856,0.052997,1.498932e-1
2.8300,119.3661,12.8891,-245.2038,-17.7971,-20.2329,-14.1632,28.6469,30.9630,-40.6493,0.0000,0.034672,0.075992,4.911944e-1
2.8400,119.1842,12.6790,-242.7431,-18.5774,-21.8089,-13.8407,28.2575,33.4889,-37.2077,0.0000,0.032541,0.091201,2.842208e-1
2.8500,118.9954,12.4523,-240.3026,-19.1395,-23.5489,-13.4514,27.9580,47.9034,-18.3773,0.0000,0.032992,0.207317,2.571087e+0
2.8600,118.8010,12.2082,-237.7593,-19.7528,-25.2693,-12.9340,27.8303,54.9269,-6.8413,0.0000,0.036612,0.313862,7.302894e-1
2.8700,118.6001,11.9471,-235.2416,-20.4367,-26.9569,-12.3668,27.8314,57.2574,4.4386,0.0000,0.038007,0.489990,3.383124e-1
2.8800,118.3923,11.6690,-232.7376,-21.1212,-28.6615,-11.7966,27.8879,56.7574,6.4564,0.0000,0.036613,0.534382,1.745482e-1
2.8900,118.1778,11.3737,-230.1804,-21.7773,-30.4037,-11.2315,27.9562,56.2863,7.0719,0.0000,0.035155,0.551579,1.706645e-1
2.9000,117.9568,11.0609,-227.5483,-22.4181,-32.1748,-10.6703,28.0275,55.9537,7.1735,0.0000,0.033819,0.557309,6.181890e-2
2.9100,117.7295,10.7301,-224.8371,-23.0266,-33.9877,-10.1122,28.0991,55.6708,7.1471,0.0000,0.032554,0.560020,5.925349e-2
2.9200,117.4964,10.3810,-222.0507,-23.5969,-35.8473,-9.5568,28.1703,55.4027,7.0885,0.0000,0.031333,0.561954,4.801211e-2
2.9300,117.2577,10.0130,-219.1967,-24.1260,-37.7563,-9.0041,28.2408,55.1401,7.0203,0.0000,0.030152,0.563657,2.450581e-2
2.9400,117.0140,9.6257,-216.2845,-24.6116,-39.7171,-8.4540,28.3107,54.8794,6.9507,0.0000,0.029009,0.565326,3.210004e-2
2.9500,116.7656,9.2185,-213.3252,-25.0516,-41.7319,-7.9065,28.3799,54.6185,6.8847,0.0000,0.027902,0.567084,3.323478e-2
2.9600,116.5131,8.7908,-210.3310,-25.4438,-43.8030,-7.3617,28.4484,54.3542,6.8282,0.0000,0.026830,0.569089,2.200621e-2
2.9700,116.2569,8.3422,-207.3149,-25.7863,-45.9327,-6.8195,28.5165,54.0847,6.7860,0.0000,0.025792,0.571459,2.416455e-2
2.9800,115.9976,7.8720,-204.2903,-26.0769,-48.1234,-6.2800,28.5842,53.8092,6.7613,0.0000,0.024788,0.574276,2.674726e-2
2.9900,115.7356,7.3795,-201.2704,-26.3135,-50.3774,-5.7433,28.6518,53.5276,6.7571,0.0000,0.023818,0.577611,2.144869e-2
3.0000,115.4715,6.8642,-198.2680,-26.4939,-52.6973,-5.2094,28.7194,53.2425,6.7715,0.0000,0.022883,0.581403,2.106788e-2
3.0100,115.2059,6.3253,-195.2946,-26.6160,-55.0858,-4.6784,28.7872,52.9595,6.7961,0.0000,0.021987,0.585425,2.298638e-2
3.0200,114.9394,5.7623,-192.3608,-26.6776,-57.5455,-4.1502,28.8553,52.6841,6.8205,0.0000,0.021131,0.589400,2.169864e-2
3.0300,114.6725,5.1742,-189.4757,-26.6765,-60.0793,-3.6247,28.9236,52.4197,6.8355,0.0000,0.020315,0.593098,2.252564e-2
3.0400,114.4060,4.5604,-186.6475,-26.6104,-62.6904,-3.1018,28.9920,52.1668,6.8370,0.0000,0.019537,0.596418,2.571985e-2
3.0500,114.1405,3.9201,-183.8832,-26.4771,-65.3819,-2.5813,29.0603,51.9234,6.8271,0.0000,0.018795,0.599419,2.848229e-2
3.0600,113.8767,3.2525,-181.1889,-26.2741,-68.1573,-2.0633,29.1285,51.6864,6.8120,0.0000,0.018086,0.602267,3.206445e-2
3.0700,113.6153,2.5567,-178.5693,-25.9991,-71.0203,-1.5476,29.1966,51.4520,6.8022,0.0000,0.017408,0.605221,3.733625e-2
3.0800,113.3570,1.8318,-176.0278,-25.6495,-73.9751,-1.0343,29.2646,51.2148,6.8157,0.0000,0.016757,0.608729,4.374961e-2
3.0900,113.1026,1.0769,-173.5665,-25.2226,-77.0259,-0.5234,29.3331,50.9645,6.8884,0.0000,0.016129,0.613687,5.253358e-2
3.1000,112.8528,0.2909,-171.1852,-24.7154,-80.1780,-0.0151,29.4029,50.6773,7.0996,0.0000,0.015519,0.622104,6.572946e-2
3.1100,112.6085,-0.5271,-168.8809,-24.1244,-83.4372,0.4899,29.4761,50.2931,7.6111,0.0000,0.014908,0.638257,8.435600e-2
3.1200,112.3706,-1.3782,-166.6464,-23.4463,-86.8096,0.9900,29.5568,49.6790,8.6530,0.0000,0.014261,0.668962,1.263227e-1
3.1300,112.1399,-2.2636,-164.4730,-22.6853,-90.2937,1.4820,29.6513,48.6273,10.3309,0.0000,0.013518,0.719568,2.021603e-1
3.1400,111.9172,-3.1844,-162.3566,-21.8469,-93.8869,1.9592,29.7668,46.3082,13.3173,0.0000,0.012462,0.815954,2.277197e-1
3.1500,111.7027,-4.1412,-160.3188,-21.0667,-97.4446,2.3268,30.0008,23.1833,36.9974,0.0000,0.010312,0.988010,2.729883e+0
3.1600,111.4970,-5.1347,-158.3399,-20.0413,-101.3035,2.5263,30.4000,18.0663,41.6149,0.0000,0.010688,0.788829,4.022938e-1
3.1700,111.3022,-6.1678,-156.3134,-18.8974,-105.3290,2.6977,30.8250,16.3950,43.2506,0.0000,0.010747,0.712718,2.039173e-1
3.1800,111.1194,-7.2418,-154.2131,-17.6464,-109.5141,2.8565,31.2635,15.4670,44.3762,0.0000,0.010749,0.666702,1.075960e-1
3.1900,110.9497,-8.3586,-152.0276,-16.2847,-113.8690,3.0086,31.7109,14.9945,45.0374,0.0000,0.010652,0.642320,1.233229e-1
3.2000,110.7941,-9.5198,-149.7580,-14.8074,-118.4061,3.1572,32.1629,14.7679,45.2950,0.0000,0.010447,0.631707,6.985255e-2
3.2100,110.6539,-10.7274,-147.4111,-13.2092,-123.1397,3.3043,32.6160,14.6494,45.2987,0.0000,0.010177,0.628109,7.767188e-2
3.2200,110.5303,-11.9833,-144.9949,-11.4839,-128.0859,3.4504,33.0684,14.5734,45.1691,0.0000,0.009877,0.627704,7.748983e-2
3.2300,110.4247,-13.2899,-142.5177,-9.6246,-133.2631,3.5958,33.5192,14.5086,44.9782,0.0000,0.009571,0.628491,5.183439e-2
3.2400,110.3383,-14.6494,-139.9889,-7.6234,-138.6923,3.7406,33.9678,14.4524,44.7435,0.0000,0.009263,0.630172,5.809834e-2
3.2500,110.2727,-16.0646,-137.4190,-5.4716,-144.3975,3.8848,34.4140,14.4024,44.4871,0.0000,0.008962,0.632386,5.315145e-2
3.2600,110.2294,-17.5384,-134.8194,-3.1587,-150.4063,4.0286,34.8576,14.3488,44.2425,0.0000,0.008676,0.634343,3.747218e-2
3.2700,110.2101,-19.0739,-132.2019,-0.6743,-156.7491,4.1718,35.2989,14.2880,44.0202,0.0000,0.008407,0.635757,3.899748e-2
3.2800,110.2163,-20.6741,-129.5795,1.9118,-163.3375,4.3143,35.7381,14.2167,43.8203,0.0000,0.008153,0.636502,3.895974e-2
3.2900,110.2490,-22.3419,-126.9663,4.6649,-170.2846,4.4561,36.1754,14.1288,43.6431,0.0000,0.007913,0.636330,3.482167e-2
3.3000,110.3103,-24.0813,-124.3772,7.6358,-177.6877,4.5969,36.6110,14.0264,43.4760,0.0000,0.007683,0.635480,3.547593e-2
3.3100,110.4025,-25.8974,-121.8283,10.8466,-185.6059,4.7366,37.0449,13.9160,43.3062,0.0000,0.007461,0.634356,3.427561e-2
3.3200,110.5281,-27.7954,-119.3360,14.3233,-194.1091,4.8752,37.4771,13.7979,43.1324,0.0000,0.007246,0.632983,2.976550e-2
3.3300,110.6899,-29.7818,-116.9164,18.0973,-203.2810,5.0125,37.9075,13.6708,42.9555,0.0000,0.007037,0.631293,2.690863e-2
3.3400,110.8912,-31.8636,-114.5851,22.2063,-213.2228,5.1485,38.3362,13.5314,42.7763,0.0000,0.006835,0.629138,2.659463e-2
3.3500,111.1353,-34.0492,-112.3566,26.6970,-224.0585,5.2831,38.7631,13.3677,42.5993,0.0000,0.006639,0.625979,2.659952e-2
3.3600,111.4266,-36.3483,-110.2441,31.6267,-235.9412,5.4157,39.1882,13.1557,42.4295,0.0000,0.006450,0.620782,2.949903e-2
3.3700,111.7696,-38.7721,-108.2594,37.0675,-249.0617,5.5458,39.6117,12.8364,42.2720,0.0000,0.006263,0.611067,3.974030e-2
3.3800,112.1699,-41.3344,-106.4119,43.1090,-263.6586,5.6715,40.0337,12.1994,42.1319,0.0000,0.006069,0.588016,6.438370e-2
3.3900,112.6341,-44.0512,-104.7064,49.8506,-280.0060,5.7850,40.4542,9.8613,41.9147,0.0000,0.005787,0.491539,1.639392e-1
3.4000,113.1681,-46.9384,-103.1225,56.9865,-297.5634,5.7918,40.8618,-13.7453,38.9433,0.0000,0.005339,-0.701905,2.717487e+0
3.4100,113.7777,-50.0120,-101.4956,65.0738,-317.5505,5.5309,41.2475,-37.9195,38.4723,0.0000,0.007887,-1.121727,1.438225e+0
3.4200,114.4759,-53.3045,-99.7693,74.8375,-341.6367,5.1003,41.6218,-48.2995,35.4532,0.0000,0.009165,-1.089694,5.071934e-1
3.4300,115.2797,-56.8583,-98.1576,86.1968,-369.8359,4.5780,41.9471,-54.9405,29.8714,0.0000,0.009651,-1.001488,3.037092e-1
3.4400,116.2063,-60.7181,-96.6928,99.5314,-403.1711,4.0170,42.2292,-56.7798,27.0458,0.0000,0.009550,-0.955218,2.533093e-1
3.4500,117.2789,-64.9441,-95.3259,115.4470,-443.2136,3.4452,42.4915,-57.6105,25.4132,0.0000,0.009384,-0.928174,1.140762e-1
3.4600,118.5247,-69.6074,-94.0774,134.1843,-490.7083,2.8648,42.7380,-58.4299,23.9654,0.0000,0.009257,-0.901757,1.199179e-1
3.4700,119.9710,-74.7809,-92.9710,155.3605,-544.8087,2.2783,42.9731,-58.8071,23.1342,0.0000,0.009107,-0.887377,8.843287e-2
3.4800,121.6321,-80.5057,-92.0257,176.4383,-599.1611,1.6897,43.2018,-58.8744,22.6492,0.0000,0.008940,-0.880866,6.884106e-2
3.4900,123.4780,-86.7103,-91.2299,190.8835,-637.1222,1.1012,43.4265,-58.8072,22.2979,0.0000,0.008782,-0.877610,1.131035e-1
3.5000,125.4003,-93.1233,-90.4961,190.7781,-638.4150,0.5137,43.6480,-58.6870,21.9987,0.0000,0.008651,-0.875635,1.291993e-1
3.5100,127.2432,-99.3516,-89.6821,175.8817,-602.4378,-0.0725,43.8665,-58.5542,21.7176,0.0000,0.008551,-0.874031,1.041975e-1
3.5200,128.8945,-105.1143,-88.6783,153.8954,-548.9457,-0.6575,44.0822,-58.4738,21.4144,0.0000,0.008489,-0.871490,9.762018e-2
3.5300,130.3201,-110.3299,-87.4442,131.4667,-494.8993,-1.2427,44.2944,-58.6381,20.9822,0.0000,0.008488,-0.864247,1.074839e-1
3.5400,131.5315,-115.0334,-85.9744,111.2614,-446.9961,-1.8337,44.4999,-59.9057,19.9050,0.0000,0.008694,-0.834824,1.668938e-1
3.5500,132.5542,-119.2937,-84.2564,93.7018,-406.1973,-2.4474,44.6878,-62.7003,17.6783,0.0000,0.009189,-0.770699,2.198545e-1
3.5600,133.4134,-123.1783,-82.3018,78.4990,-371.6657,-3.0814,44.8570,-63.8961,16.3017,0.0000,0.009408,-0.736931,1.904562e-1
3.5700,134.1308,-126.7444,-80.1384,65.2740,-342.3393,-3.7223,45.0160,-64.1935,15.5685,0.0000,0.009467,-0.722655,1.606888e-1
3.5800,134.7242,-130.0389,-77.7837,53.6399,-317.1684,-4.3647,45.1688,-64.2853,14.9871,0.0000,0.009491,-0.712845,1.191433e-1
